ProductId,Prediction
B001VNP0Y6,5,1,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,1,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,4,2,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,3,0,0,1,1,0,0,0,1,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0
B008J1HO4C,5,0,0,0,0,0,1,2,1,1,3,0,1,2,0,2,3,2,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,3,3,0,2,1,1,1,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,1,1,1,0,0,3,0,1,1,0,3,0,1,0,4,0,3,1
B000FFIL60,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0
B002ZX1U9A,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,1,1,0,0,1,0,1,1
B001RVFERK,4,0,0,3,5,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,2,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,4,0,0,2,0,0,2,0
B0026RQTGE,5,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
B000F0FZE6,5,0,1,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,1,5,0,3,1,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,2,0,0,0,1,0,0,2,1,2,0,0,0,1,1,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,0,2,0
B0019K981W,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,0,2,0
B0009JJB4S,5,0,0,1,3,0,1,2,0,0,0,1,0,0,1,0,3,1,1,1,0,0,0,0,3,4,0,0,0,1,0,3,0,0,1,0,1,2,0,0,2,0,0,1,0,2,0,0,1,0,0,0,1,4,1,2,1,4,0,0,4,2,2,1,0,0,0,0,1,0,4,0,0,1,3,1,1,2,0,1,0,0,1,0,7,0,1,1,1,0,0,0,0,0,0,5,0,0,2,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,2,0,5,0,3,0
B000LQNK50,3,0,1,3,0,1,1,2,1,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,3,1,1,2,2,1,0,1,5,1,0,0,0,3,4,1,4,0,1,0,1,0,0,1,2,4,5,0,6,0,5,1,2,0,1,0,2,0,0,0,1,4,0,1,1,1,5,1,0,0,2,0,0,1,1,8,2,2,0,0,0,0,0,0,0,0,3,0,1,1,0,2,1,2,0,3,0,1,2,0,1,0,0,0,0,0,5,2,0,1,0,4,2,0,1,5,1,3,5
B000G7UDPY,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,2,1,0,0,2,0,0,0,0,2,1,0,0,0,0,2,0
B0016COPSY,4,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,1,0,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,2,1,0,0,2,0,3,0,0,0,1,1,1,0,0,2,0,1,0
B000V1FI5U,3,0,0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,1,0,0,0,1,1,1,2,2,0,1,0,0,0,0,2,0,0,0,3,1,3,0,1,0,6,0,0,0,0,0,0,2,0,0,0,1,0,3,1,0,0,1,0,2,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,3,2,0,0,2,0,0,0
B001LQNVOE,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,3,1
B0032RPLSY,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
B000LKTJUG,5,3,0,0,1,1,1,1,0,1,1,0,2,0,3,1,2,1,1,0,1,1,0,0,0,2,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,1,2,6,1,2,0,2,0,1,1,0,1,3,1,0,0,0,1,0,2,1,1,0,1,1,0,0,2,0,0,1,2,0,4,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,6,0,0,0,1,1,0,0,0,2,0,1,2
B0015V1WMS,4,0,3,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,4,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,2,0,0,1,0,0,0,0
B0062A87HA,1,0,0,0,1,0,0,0,1,1,1,0,3,2,1,1,2,1,1,0,0,0,0,1,2,3,0,0,0,4,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,3,0,2,2,4,1,0,0,0,3,0,3,2,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,2,0,0,1,1,0,0,1,0,0,2,0,2,0,1,1,0,1,0,5,0,3,3,0,1,1,0,0,2,0,1,0,2,1
B003THML30,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
B0001BVD04,4,0,0,0,2,1,0,1,0,0,4,0,0,1,0,1,0,2,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,2,1,1,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,1,2,1,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,3,2,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,2,1,4,1
B002WDCIXK,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
B0001WAMA0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0
B001SB6A7C,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
B002ITIBQG,5,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
B003LPZTTS,3,0,0,5,5,2,1,4,0,0,4,1,1,0,0,0,1,0,0,1,0,0,1,0,3,2,0,0,0,0,2,0,0,0,2,1,1,1,1,0,0,0,1,0,1,0,0,0,2,0,0,2,0,2,0,2,0,3,0,1,0,1,1,0,0,1,0,1,1,1,3,0,2,1,0,0,0,0,0,0,0,1,0,2,4,1,1,2,0,1,0,1,1,0,1,3,0,0,0,0,0,1,0,0,6,4,1,0,1,0,1,0,1,2,1,6,0,2,0,0,0,0,0,0,3,0,4,0
B0048CHI9M,5,0,0,0,1,0,1,0,0,1,2,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,6,2,0,0,0,1,0,0,2,0,1,0,0,0,0,1,3,1,2,0,4,0,1,0,0,1,0,1,1,0,0,0,0,6,0,0,1,0,1,0,0,0,0,1,1,1,1,4,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,4,0,3,0,0,0,0,0,0,5,2,1,0,0,2,1,1,0,0,0,0,0
B003FDC2I2,5,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0
B000YQCDQY,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
B000WV153I,5,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,0,3,1,2,0,1,1,0,1,1,0,1,0,1,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,4,1,0,0,0,2,1,0,0,2,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,1,1,2,0
B001FXU6QO,5,0,0,0,5,0,0,1,0,0,1,1,2,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,2,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,2
B003TIVBSU,5,0,0,2,3,1,0,0,0,0,5,1,0,3,2,0,3,1,0,0,1,0,0,1,0,0,1,0,0,1,1,2,1,0,1,1,0,5,0,4,5,1,0,1,0,1,0,2,0,0,0,1,1,3,2,0,0,1,3,1,1,0,0,0,2,2,0,0,0,0,8,0,0,1,0,0,2,1,1,0,0,0,1,2,4,0,0,1,0,1,0,0,3,0,2,1,0,0,0,1,0,1,2,1,5,0,1,1,0,0,0,0,1,0,0,8,2,1,0,1,0,1,1,0,0,1,0,3
